iter	Logloss
362	0.4483579636
363	0.4480567932
364	0.4477050781
365	0.4471694946
366	0.4467404842
367	0.4463498116
368	0.4458441734
369	0.4451694965
370	0.4446978092
371	0.4443254471
372	0.4439276695
373	0.4435004234
374	0.4431314468
375	0.4428865433
376	0.4424229145
377	0.4419818401
378	0.4416844368
379	0.441237545
380	0.4408142567
381	0.4402696609
382	0.4396757603
383	0.4391447067
384	0.4387233734
385	0.4384727478
386	0.4380883217
387	0.4378611565
388	0.437539053
389	0.4372577667
390	0.4369755745
391	0.4362854004
392	0.4360543251
393	0.4359349728
394	0.4355323792
395	0.4354324341
396	0.4349770546
397	0.4345754623
398	0.434102869
399	0.4337197304
400	0.4333343506
401	0.4330589771
402	0.4327044964
403	0.4322098732
404	0.4317119122
405	0.4314147949
406	0.4310424805
407	0.4307447433
408	0.4303997993
409	0.4299226761
410	0.4295902252
411	0.429056263
412	0.4284087658
413	0.4279317379
414	0.4276983738
415	0.426943779
416	0.4264180183
417	0.4260857582
418	0.4258255005
419	0.4256099701
420	0.4253136635
421	0.4249991417
422	0.4246817589
423	0.4242220879
424	0.4237689495
425	0.4232930183
426	0.4231321812
427	0.4228784561
428	0.4225549698
429	0.4223043442
430	0.4217183113
431	0.4212901592
432	0.4209357262
433	0.4207060814
434	0.4203426838
435	0.4200697899
436	0.4198501587
437	0.4195115089
438	0.4191545963
439	0.418943119
440	0.4187942982
441	0.4185554504
442	0.4181604385
443	0.4178276062
444	0.4174856186
445	0.4172175407
446	0.4169546127
447	0.4164169312
448	0.4160974026
449	0.4156151772
450	0.4153884888
451	0.415034771
452	0.4146894455
453	0.4143738747
454	0.4140149593
455	0.4136353016
456	0.4132424355
457	0.4130112648
458	0.4127678394
459	0.4122492313
460	0.4119612694
461	0.411687994
462	0.4114974499
463	0.4111052513
464	0.4106624126
465	0.4104622841
466	0.4098860741
467	0.4094963074
468	0.4091536522
469	0.4088699818
470	0.408483696
471	0.4080749989
472	0.407723999
473	0.407293129
474	0.4070127487
475	0.4065961361
476	0.4063326359
477	0.4058556557
478	0.4053909302
479	0.4051586628
480	0.404792881
481	0.4045607567
482	0.4042673111
483	0.403983736
484	0.4037679195
485	0.4034237385
486	0.4031289577
487	0.4030121803
488	0.4027353287
489	0.4023682594
490	0.4021166325
491	0.4017800808
492	0.401308918
493	0.4009982109
494	0.4007892609
495	0.4005669117
496	0.4001645088
497	0.3999264717
498	0.3998924971
499	0.399622941
500	0.3989691734
501	0.3987432003
502	0.3985473156
503	0.3982753038
504	0.3978289604
505	0.3973147154
506	0.3970048904
507	0.3965933084
508	0.3959674597
509	0.3954731464
510	0.3952356815
511	0.3950613499
512	0.3947392225
513	0.3945763588
514	0.3944188356
515	0.3939107418
516	0.3936065674
517	0.3932474136
518	0.3928501129
519	0.392540884
520	0.392291832
521	0.3920271158
522	0.3916050673
523	0.3911825418
524	0.3907616615
525	0.3902951717
526	0.3901322842
527	0.3897474527
528	0.3893900871
529	0.3891937494
530	0.388884306
531	0.3885304451
532	0.3882325172
533	0.3881102324
534	0.3879278421
535	0.3875396252
536	0.3871515751
537	0.3867923737
538	0.3866953135
539	0.3862404346
540	0.3859942436
541	0.3855222702
542	0.3853546143
543	0.3851150274
544	0.3849306822
545	0.3846691847
546	0.3845009565
547	0.3844739676
548	0.3842726707
549	0.3839467049
550	0.3836014271
551	0.3832661629
552	0.3829297066
553	0.3827070236
554	0.3822872162
555	0.3819308519
556	0.3815603733
557	0.3811003208
558	0.3809774876
559	0.3807023287
560	0.3804914474
561	0.3801717281
562	0.3798969269
563	0.3796476126
564	0.3794085503
565	0.3790654659
566	0.378692174
567	0.3784682751
568	0.3782725811
569	0.3780684948
570	0.3776768208
571	0.3772452593
572	0.3768975258
573	0.3764911175
574	0.3762034416
575	0.3757635593
576	0.3754566193
577	0.3751776695
578	0.3749916315
579	0.3748659611
580	0.3744339943
581	0.3741623878
582	0.3739178419
583	0.3736470938
584	0.3733408451
585	0.3729519844
586	0.3728330851
587	0.3722865582
588	0.3719435215
589	0.3715252876
590	0.3710459948
591	0.3706188917
592	0.37012043
593	0.369523716
594	0.3692544937
595	0.3689233303
596	0.3684937477
597	0.3682226658
598	0.3678072214
599	0.3674448967
600	0.3672537327
601	0.3668672085
602	0.3665910721
603	0.3663480997
604	0.3661527157
605	0.3657757282
606	0.3654558659
607	0.3650877476
608	0.3648690462
609	0.3647126675
610	0.3644396544
611	0.3641792774
612	0.3639113188
613	0.3635639906
614	0.3631929398
615	0.3626722813
616	0.3624048233
617	0.3620322227
618	0.3618222952
619	0.3613745213
620	0.3612279892
621	0.361013031
622	0.3606131554
623	0.3603256226
624	0.3600793362
625	0.3598921299
626	0.3597232819
627	0.3591701031
628	0.358821106
629	0.3584552288
630	0.358121109
631	0.3577530861
632	0.3575669765
633	0.3574102402
634	0.3572113514
635	0.3567912102
636	0.3565574646
637	0.3562369108
638	0.3560136795
639	0.3557780266
640	0.3556165218
641	0.3553900242
642	0.3550662518
643	0.3545525312
644	0.3542990208
645	0.3539774179
646	0.3537862778
647	0.3536041021
648	0.3533091307
649	0.3528718233
650	0.3524188995
651	0.3521178722
652	0.3517397404
653	0.3514530182
654	0.3512825966
655	0.3508132458
656	0.3504943371
657	0.3501363277
658	0.349848032
659	0.349541688
660	0.3492349625
661	0.3489120483
662	0.3486137629
663	0.3483388424
664	0.3481016159
665	0.3477672577
666	0.347604084
667	0.3471045494
668	0.3468802214
669	0.3464927197
670	0.3461914539
671	0.345747757
672	0.3455653429
673	0.3452692509
674	0.3450465441
675	0.3447972536
676	0.3445655584
677	0.3444185257
678	0.3442368984
679	0.3438875198
680	0.3436432123
681	0.3434467793
682	0.3432616949
683	0.3430886745
684	0.3428520679
685	0.3427485943
686	0.342523098
687	0.3423150063
688	0.3418450356
689	0.3414561272
690	0.3413135529
691	0.3409208298
692	0.3405174255
693	0.3402682304
694	0.339994812
695	0.339713335
696	0.3394693375
697	0.3390251875
698	0.3387388229
699	0.3385614872
700	0.3383532524
701	0.3380956173
702	0.3376360893
703	0.3374587059
704	0.3370817184
705	0.3367510796
706	0.3363739014
707	0.3361730814
708	0.3358571529
709	0.3355968237
710	0.3352981567
711	0.3350733995
712	0.3348278522
713	0.3345979691
714	0.3342916012
715	0.3339914799
716	0.3337735653
717	0.3335286617
718	0.3333184242
719	0.332985878
720	0.3326323509
721	0.3324597359
722	0.3322058678
723	0.3320397377
724	0.3317530394
725	0.3315250158
726	0.331298995
727	0.3307286978
728	0.3304909468
729	0.3300082445
730	0.3297476768
731	0.3293443203
732	0.3291600704
733	0.3288728476
734	0.3287241936
735	0.3283858538
736	0.3281886816
737	0.327834487
738	0.3274890184
739	0.3272455215
740	0.3270287752
741	0.3265191555
742	0.3263277531
743	0.3260513306
744	0.3255137205
745	0.3253226042
746	0.3249942303
747	0.3247367859
748	0.3243845463
749	0.3242151737
750	0.3239745617
751	0.3236512184
752	0.3233895302
753	0.3230113983
754	0.3227664471
755	0.3223568439
756	0.3220822811
757	0.321774745
758	0.3215401649
759	0.3211215973
760	0.3208455563
761	0.3204637289
762	0.3202000141
763	0.3200294971
764	0.3197350979
765	0.3196171045
766	0.3192520142
767	0.319038868
768	0.3188111305
769	0.3185475826
770	0.318311739
771	0.3181881428
772	0.3179403782
773	0.3176606178
774	0.3172037601
775	0.3168990135
776	0.3166749239
777	0.3162569761
778	0.3161458015
779	0.3159742117
780	0.3157327175
781	0.3155162096
782	0.3152224302
783	0.3148459911
784	0.3144699812
785	0.3141734123
786	0.3139878273
787	0.3138225555
788	0.3134947538
789	0.3132846355
790	0.312823844
791	0.3124713898
792	0.3121620893
793	0.3119005442
794	0.3117559433
795	0.3115296364
796	0.3111593962
797	0.3108761072
798	0.3106400013
799	0.3104769468
800	0.3104110956
801	0.310039258
802	0.3096745014
803	0.3093625784
804	0.3091497421
805	0.3088161945
806	0.3086485386
807	0.3083346367
808	0.3081790924
809	0.3079498291
810	0.3076480865
811	0.307272768
812	0.3071315527
813	0.3067836761
814	0.306478405
815	0.306312108
816	0.3060349464
817	0.3058489084
818	0.3057142258
819	0.3054381132
820	0.3052867889
821	0.3051702738
822	0.3049153805
823	0.304496026
824	0.3041532278
825	0.3039847851
826	0.3036644697
827	0.3032423019
828	0.3029443979
829	0.3028317451
830	0.3026437283
831	0.3023213148
832	0.3019713879
833	0.3015300274
834	0.3011630774
835	0.3009967804
836	0.3006956577
837	0.3005245924
838	0.3003084183
839	0.2999847174
840	0.2997471571
841	0.2995212078
842	0.2991734982
843	0.2989073753
844	0.2985200167
845	0.2980109215
846	0.297768259
847	0.2975819111
848	0.2972912073
849	0.2969911575
850	0.2966364384
851	0.2962866783
852	0.2960241079
853	0.2957911491
854	0.2955447912
855	0.2954157114
856	0.295113945
857	0.2949523211
858	0.294568491
859	0.2943971157
860	0.2940907478
861	0.2936810493
862	0.2934675932
863	0.2933419466
864	0.2931625843
865	0.2927716732
866	0.2925397396
867	0.2923669338
868	0.2919980049
869	0.2916696072
870	0.2914745331
871	0.2913484097
872	0.2911123514
873	0.2906774521
874	0.2904471397
875	0.290322566
876	0.2901058674
877	0.2898028135
878	0.2894747496
879	0.2890552759
880	0.2888770103
881	0.2886684656
882	0.2883877516
883	0.288148737
884	0.2876410246
885	0.2873583555
886	0.2871843338
887	0.286936903
888	0.2867832184
889	0.2864378929
890	0.2863168716
891	0.2860696316
892	0.2859010696
893	0.2856123686
894	0.2852330923
895	0.284986043
896	0.284825325
897	0.2846312523
898	0.284288311
899	0.2840933323
900	0.2836603165
901	0.2835208178
902	0.2832241058
903	0.2830324411
904	0.2826609135
905	0.282374239
906	0.2821712017
907	0.2820386648
908	0.2818526268
909	0.2815625668
910	0.2813403845
911	0.2811220169
912	0.2808947802
913	0.2806393623
914	0.280317688
915	0.2799150944
916	0.2798093796
917	0.2794552326
918	0.2792666912
919	0.2790640116
920	0.278745985
921	0.2784734011
922	0.2781671524
923	0.2779571533
924	0.2778146267
925	0.2777165174
926	0.2772789955
927	0.2770256519
928	0.2768424988
929	0.2766543627
930	0.276505518
931	0.2761773825
932	0.275932169
933	0.2754968643
934	0.2750409126
935	0.2748474121
936	0.274685955
937	0.2745216608
938	0.2741995811
939	0.2739072561
940	0.2737942696
941	0.2735199451
942	0.2732465506
943	0.2730099201
944	0.2727244616
945	0.2724902153
946	0.2722605467
947	0.2720972776
948	0.2719896317
949	0.2717086315
950	0.2714671135
951	0.2711270094
952	0.2710440874
953	0.2706867933
954	0.270347476
955	0.2702339649
956	0.2700181723
957	0.2697330475
958	0.269558239
959	0.2692644119
960	0.2690376759
961	0.2687556267
962	0.2686205387
963	0.2683737755
964	0.2680167198
965	0.267666769
966	0.2673922062
967	0.2672137737
968	0.2671450615
969	0.2668370724
970	0.266587019
971	0.2663681507
972	0.2662179708
973	0.26606071
974	0.2657974243
975	0.2655951977
976	0.2655179977
977	0.2652621269
978	0.2650472641
979	0.2648803711
980	0.264544487
981	0.2641256809
982	0.263940239
983	0.263786459
984	0.2636941433
985	0.263454771
986	0.2632271767
987	0.2629409313
988	0.2626804113
989	0.2623827934
990	0.2620229006
991	0.2618039608
992	0.2613955736
993	0.2612420082
994	0.2611206293
995	0.2610198259
996	0.2608025789
997	0.2604866505
998	0.2603364706
999	0.2600383759
